sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262635,0.4795706617901841,1.3067379953164475,1.3177830101037213,0.6216481200022235,2.0500100745163468,paired_cohen_dz,0.9916184874880087,0.01171875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0890625,0.07028594281143771,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.3067379953164475,0.5366439755396943,2.0736938825665963,0.01171875,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.12205973811302735,-0.0600759295924322,0.06198380852059515,0.5498901234021042,-0.24734681467057645,0.3857495879888509,paired_cohen_dz,0.11272035245352066,0.732421875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.9772135416666666,ci_crosses_zero,0.0679899144807948,-0.22467639408559162,0.4163444294197057,0.7109375,1.0,ci_crosses_zero,-0.006006105960199654,0.006006105960199654,0.08833818965747053,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.04349644867574218,0.021402808293338883,-0.022093640382403273,0.27240297156889237,-0.20319296464177025,0.12330253117424098,paired_cohen_dz,-0.08110645877009333,0.806640625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.8514539930555556,ci_crosses_zero,0.009253295146032759,-0.1737541488072946,0.19032876426573547,0.921875,0.9895833333333334,ci_crosses_zero,-0.03134693552843603,0.03134693552843603,3.3876511052255434,-1.0,1.0,0.0,False,False,False,False,False,True
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.16555618678876952,0.08147873788577106,-0.08407744890299843,0.39152317815052,-0.3482442973886418,0.10175241693617179,paired_cohen_dz,-0.2147444994193296,0.607421875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8776717275943396,0.8213541666666667,ci_crosses_zero,-0.05873661933476202,-0.26007547068497944,0.13233357617101973,0.66796875,1.0,ci_crosses_zero,-0.025340829568236405,0.025340829568236405,0.4314315303679552,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,-0.26206928878879465,0.3159580948753358,0.8114498574564266,-0.1335060242119488,0.7995178408342988,paired_cohen_dz,0.3893747616959834,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5857263513513513,0.4167668269230769,ci_crosses_zero,0.3159580948753358,-0.12297868774506977,0.798924787956167,0.28515625,0.4167668269230769,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.20716471720250426,0.20554411739793776,0.41270883460044205,0.8168334656274724,-0.05003495260377666,0.9395569293632142,paired_cohen_dz,0.5052545616301467,0.146484375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.3838900862068966,0.39760044642857145,ci_crosses_zero,0.3998371435162113,-0.05264293235084509,0.8818477981069807,0.15625,0.46530612244897956,ci_crosses_zero,0.012871691084230752,0.012871691084230752,0.032192334536595826,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.18033597112511504,0.10496153131872443,-0.07537443980639058,0.7873628111841985,-0.5235274579155249,0.4224909675612385,paired_cohen_dz,-0.09573025133486679,0.76171875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.8514539930555556,ci_crosses_zero,-0.07487429715353609,-0.5570989765999054,0.413539592342292,0.775390625,0.9895833333333334,ci_crosses_zero,-0.0005001426528544878,0.0005001426528544878,0.006679764243114067,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3875006883276193,-0.10058258607921333,-0.4880832744068326,0.367867486386964,-0.7003578861258928,-0.2808171265816883,paired_cohen_dz,-1.3267910116237134,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.037109375,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.47471144066974735,-0.7052993933995214,-0.26314545701593306,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.013371833737085226,0.013371833737085226,0.028168340999364907,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938275,0.9831625362579579,1.1591186269424747,0.3581472174670036,1.7312689985697307,paired_cohen_dz,0.8481983753909174,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.112288653380435,0.0721855628874225,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9831625362579579,0.30369233299484455,1.7414601567516572,0.025390625,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.20716471720250426,-0.2233930761844281,-0.01622835898192384,0.5289545292711872,-0.33431099796478175,0.29162578430931685,paired_cohen_dz,-0.030680064322889646,0.92578125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9909771126760564,0.9772135416666666,ci_crosses_zero,0.011734594893998623,-0.30030211262651557,0.32850524293480293,0.94140625,1.0,ci_crosses_zero,-0.027962953875922462,0.027962953875922462,2.3829500829400976,-1.0,1.0,0.0,False,False,False,False,False,True
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.18033597112511504,0.08473265786522588,-0.09560331325988916,0.5406366189558457,-0.38501665277989316,0.21643313321029742,paired_cohen_dz,-0.1768346980353123,0.580078125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8776717275943396,0.7898995535714286,ci_crosses_zero,-0.027875419281018943,-0.34632720702453196,0.3222243717335377,0.876953125,0.9895833333333334,ci_crosses_zero,-0.06772789397887022,0.06772789397887022,2.4296636867086625,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3875006883276193,0.308125734049654,-0.07937495427796533,0.3887729376588748,-0.34705275516536593,0.11459216749961687,paired_cohen_dz,-0.20416790004969984,0.6484375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8800223214285714,0.8213541666666667,ci_crosses_zero,-0.03961001417501754,-0.2913046222361701,0.15355974918868523,0.8359375,1.0,ci_crosses_zero,-0.03976494010294779,0.03976494010294779,1.00391128180984,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.76551470927014,0.15755309524674876,0.9230678045168887,,0.3274119496444953,1.4642976325093597,hedges_g,1.0672522313387234,0.02659468106378724,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.112288653380435,0.0721855628874225,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9230678045168887,0.3574647752536953,1.4969422146470726,0.028994201159768047,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3671353997807882,-0.294619835738416,0.0725155640423722,,-0.34844763274932994,0.5294336044251375,hedges_g,0.11893040411135358,0.8024395120975805,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9288589015151515,0.9772135416666666,ci_crosses_zero,0.04751870323426166,-0.3566051615160071,0.467195944081248,0.864627074585083,1.0,ci_crosses_zero,0.024996860808110533,0.024996860808110533,0.5260425707511194,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.27149740159853464,-0.19462562265150357,0.07687177894703107,,-0.46114065319735165,0.6605758114520007,hedges_g,0.11429122547028514,0.8054389122175565,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9288589015151515,0.8514539930555556,ci_crosses_zero,0.03777523730733029,-0.48819962487637125,0.6333082932646286,0.9038192361527695,0.9895833333333334,ci_crosses_zero,0.03909654163970078,0.03909654163970078,1.034978055111095,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.09563799818225353,0.0999942130869124,0.004356214904658873,,-0.1748221662177569,0.21599788491652905,hedges_g,0.018354694133848767,0.9664067186562687,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9976833976833976,0.9664067186562688,ci_crosses_zero,-0.009743465926931413,-0.17734540531510878,0.1842891739302831,0.9262147570485902,1.0,ci_crosses_zero,0.014099680831590286,0.014099680831590286,1.4470908953063697,1.0,-1.0,0.0,False,False,False,False,False,True
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.15755309524674876,0.35279004426667915,0.1952369490199303,1.1290124380930087,-0.34411781009196357,0.6762397050043633,paired_cohen_dz,0.17292719055398623,0.47810437912417514,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7916666666666666,0.59375,ci_crosses_zero,0.1952369490199303,-0.3272648007142487,0.6717328330986624,0.4809038192361528,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.294619835738416,0.5393767689256093,0.833996604664025,0.7710696615692674,0.5026083547667096,1.172324504181723,paired_cohen_dz,1.0816099325794895,0.0007998400319936012,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.030393921215756847,0.015196960607878424,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8198063877664318,0.4755241397093038,1.145614896305002,0.0003999200159968006,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.014190216897593255,0.014190216897593255,0.017309229483140037,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.19462562265150357,0.3756238903838586,0.5702495130353622,0.9240896882806167,0.17866591328520393,0.9990258773290186,paired_cohen_dz,0.6170932543316029,0.020395920815836834,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.10885416666666667,0.13606770833333334,ci_excludes_zero;nominal_p_lt_0.05,0.6067083846971424,0.2171450025346056,1.003453693278815,0.015796840631873626,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,-0.03645887166178019,0.03645887166178019,0.060092908852709834,1.0,1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.0999942130869124,-0.16375287854175052,-0.26374709162866294,0.3641710623124689,-0.4349942922768404,-0.10750106519535303,paired_cohen_dz,-0.7242395646537139,0.003799240151969606,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.049479166666666664,0.018046390721855626,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.2130980030692894,-0.40134269714175397,-0.059688576648704326,0.01779644071185763,0.06762647470505899,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.050649088559373556,0.050649088559373556,0.23767978972053,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,0.8186496667344071,0.6513953090343837,-0.16725435770002336,1.076720975423834,-0.7717971010942339,0.3947199293962911,paired_cohen_dz,-0.15533676924440554,0.612060546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8776717275943396,0.6840676700367647,ci_crosses_zero,-0.16725435770002336,-0.7935454511496135,0.3777185788194449,0.612060546875,0.6840676700367647,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,0.4952703062231699,0.46128580088387106,-0.03398450533929882,0.47999591200663055,-0.29086063508184534,0.21626742629382334,paired_cohen_dz,-0.0708016557833296,0.80029296875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9288589015151515,0.9772135416666666,ci_crosses_zero,-0.04322488253328279,-0.2735118774556169,0.1981731347605974,0.7421875,1.0,ci_crosses_zero,0.009240377193983969,0.009240377193983969,0.21377448942444105,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,0.7188170210962697,0.6315103170677749,-0.0873067040284947,0.3728711269182202,-0.2829518116531558,0.12248346834458047,paired_cohen_dz,-0.23414712946557326,0.410888671875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.7806884765625,0.7806884765625,ci_crosses_zero,-0.06505344546377029,-0.2583273443128554,0.12636601282979665,0.573486328125,0.9895833333333334,ci_crosses_zero,-0.022253258564724418,0.022253258564724418,0.3420765557624116,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_autophagy_dna_repair,module_drop,Drop autophagy and DNA damage repair modules.,,autophagy_repair;dna_damage_repair,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,0.22354671487309968,0.17022451618390377,-0.05332219868919589,0.3631743698515387,-0.23803579800455138,0.1407288089327207,paired_cohen_dz,-0.14682258197623735,0.601318359375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8776717275943396,0.8213541666666667,ci_crosses_zero,-0.02182856293048751,-0.1986000628185587,0.15614649977909614,0.819091796875,1.0,ci_crosses_zero,-0.03149363575870838,0.03149363575870838,1.4427718333542636,-1.0,-1.0,1.0,False,False,False,False,False,False
